subject_id,loc_plot_state1,loc_plot_city1,date_exposure,plot_target1,attack_preparation,op_security,anticp_fatals_targ,extent_plot,violent,criminal_severity,criminal_charges,indict_arrest,group_membership,terrorist_group_name1,actively_recruited,recruiter1,role_group,length_group,clique,clique_radicalize,clique_connect,internet_radicalization,social_media,social_media_frequency,social_media_platform1,social_media_activities1,radicalization_islamist,radicalization_far_right,radicalization_far_left,radicalization_single_issue,ideological_sub_category1,loc_habitation_state1,loc_habitation_city1,external_rad,radical_behaviors,radical_beliefs,us_govt_leader,foreign_govt_leader,event_influence1,radicalization_sequence,prison_radicalize,broad_ethnicity,age,marital_status,children,gender,convert,convert_date,citizenship,residency_status,nativity,time_us_months,immigrant_generation,immigrant_source,language_english,diaspora_ties,education,student,education_change,employment_status,work_history,military,foreign_military,social_stratum_adulthood,abuse_child,abuse_adult,abuse_type1,psychological,alcohol_drug,radical_friend,previous_criminal_activity,previous_criminal_activity_type1,previous_criminal_activity_age,gang,gang_age_joined,other_ideologies,angry_us,group_grievance,year,month
6537,Ohio,Columbus,11/7/16,-88,-88,-88,-88,0,1,5,2,4,0,Islamic State of Iraq and the Levant (ISIL),0,-88,-88,-88,0,-88,-88,1,2,4,,5,1,0,0,0,11,Ohio,Columbus,0,8,,,1,7,2,-88,2,20,1,0,2,,,United States of America,1,United States of America,240,0,-88,-88,-88,3,0,-88,,3,0,0,2,0,0,-88,1,1,0,0,-88,-88,0,-88,0,0,1,2016,11
6540,Missouri,St. Louis,12/12/15,-88,-88,-88,-88,0,0,3,1,1,0,-88,,,-88,-88,,,,,,,,,0,0,0,1,15,,,,,,,,,,-88,3,43,,,2,0,-88,,,,,,,,,,,,,,,,,0,0,-88,0,0,,3,4,3,0,-88,0,,,2015,12
6541,Washington,Puyallup,12/12/15,-88,-88,-88,-88,0,1,8,2,4,0,-88,0,-88,-88,-88,0,-88,-88,2,0,-88,-88,-88,0,0,0,1,18,Washington,Seattle,0,9,5,0,0,8,3,-88,3,57,1,0,2,0,-88,United States of America,1,United States of America,708,0,-88,-88,-88,,0,-88,2,4,0,0,,0,0,-88,1,1,0,1,20,,0,-88,0,0,0,2015,12
6542,Kentucky,Louisville,11/25/15,-88,-88,-88,-88,0,0,3,1,4,0,-88,,,-88,-88,0,-88,-88,,,,,,0,0,0,1,15,Kentucky,Shepherdsville,0,9,3,0,0,0,,,3,48,,,2,0,-88,United States of America,1,United States of America,576,0,-88,-88,-88,,,,,,0,0,,0,0,-88,0,1,,3,5,4,0,-88,0,0,0,2015,11
6544,Texas,Austin,3/15/15,5,1,1,0,4,1,10,2,2,0,-88,0,-88,-88,-88,0,-88,-88,,0,-88,-88,-88,0,0,0,1,18,Texas,Austin,0,10,5,0,0,8,1,-88,3,52,,1,1,0,-88,United States of America,1,United States of America,624,0,-88,-88,-88,7,0,-88,1,4,0,0,2,0,0,-88,0,0,0,0,-88,-88,0,-88,0,1,3,2015,3
6547,California,San Diego,2/7/14,-88,-88,-88,-88,0,0,2,2,1,3,Earth Liberation Front (ELF),,,2,,1,0,,,,,,,0,0,1,0,6,,,,5,,0,0,0,,,6,22,,,2,0,-88,,,,,,,,,4,1,,,,,,,0,0,-88,0,0,2,,,,0,-88,0,,,2014,2
6548,California,San Diego,9/10/14,-88,-88,-88,-88,0,0,9,2,4,3,Earth Liberation Front (ELF),,,2,,1,,,,,,,,0,0,1,0,6,California,San Diego,0,9,5,0,0,0,,-88,,21,1,0,2,0,-88,United States of America,1,United States of America,252,0,-88,-88,-88,4,1,0,5,-88,0,0,,0,0,-88,0,0,3,0,-88,-88,0,-88,0,0,,2014,9
6549,Washington,Seattle,2/1/14,14,1,1,2,4,1,7,2,4,0,-88,0,-88,-88,-88,0,-88,-88,,0,-88,-88,-88,0,0,0,1,17,Washington,Bellevue,,10,1,0,0,0,,-88,4,31,1,0,2,0,-88,United States of America,1,United States of America,372,2,Libya,-88,,,0,-88,4,1,0,0,2,0,0,-88,0,1,,0,-88,-88,0,-88,0,0,0,2014,2
6558,Ohio,Cleveland,5/1/12,-88,-88,-88,-88,0,0,9,2,4,2,-88,,,3,6,1,1,0,,,,,,0,0,1,0,9,Indiana,Bloomington,0,9,4,0,0,,,,3,26,1,0,2,0,-88,United States of America,1,United States of America,312,0,-88,-88,-88,,0,-88,4,3,0,0,1,1,0,2,0,1,2,2,,,0,-88,0,1,3,2012,5
6559,Ohio,Cleveland,5/1/12,-88,-88,-88,-88,0,0,9,2,4,2,-88,1,4,2,6,1,,0,1,1,,1,2,0,0,1,0,10,Ohio,Lakewood,0,9,4,,0,,,-88,7,20,1,0,2,0,-88,United States of America,1,United States of America,240,0,-88,-88,-88,3,0,-88,4,1,0,0,1,2,0,2,2,0,2,3,4,1,0,-88,1,1,,2012,5
6560,Ohio,Cleveland,5/1/12,-88,-88,-88,-88,0,0,9,2,4,2,-88,0,-88,2,1,1,,0,,,,,,0,0,1,0,10,Ohio,Cleveland,0,9,2,,0,8,1,,3,23,1,0,2,0,-88,United States of America,1,United States of America,276,0,-88,-88,-88,3,0,-88,3,,0,0,1,3,0,2,2,0,2,3,5,1,0,-88,0,,,2012,5
6561,Ohio,Cleveland,5/1/12,-88,-88,-88,-88,0,0,9,2,4,2,-88,0,-88,2,3,1,,0,1,1,,13,2,0,0,1,0,9,Ohio,Berea,0,9,4,,0,8,1,,3,20,1,0,2,0,-88,United States of America,1,United States of America,240,0,-88,-88,-88,2,0,-88,1,2,0,0,1,0,0,-88,1,1,2,1,6,1,0,-88,0,,,2012,5
6562,Ohio,Cleveland,5/1/12,-88,-88,-88,-88,0,0,9,2,4,2,-88,1,4,2,2,1,1,0,,,,,,0,0,1,0,10,Ohio,Cleveland,0,9,3,,0,8,1,,3,35,3,0,2,0,-88,United States of America,1,United States of America,420,0,-88,-88,-88,3,0,-88,3,,0,0,1,0,0,-88,0,0,2,3,3,,0,-88,0,,,2012,5
6575,Florida,Wilton Manors,8/30/16,-88,-88,-88,-88,0,0,8,2,4,0,-88,0,-88,-88,-88,0,-88,-88,1,1,5,1,1,0,0,0,1,17,Florida,Wilton Manors,0,,2,0,0,0,3,,3,50,1,0,2,0,-88,United States of America,1,United States of America,600,0,-88,-88,-88,9,0,-88,1,3,0,0,2,0,0,-88,0,0,,,,,0,-88,0,0,0,2016,8
6580,Indiana,Crown Point,10/19/16,14,0,2,2,1,1,7,2,4,0,Islamic State of Iraq and the Levant (ISIL),0,-88,-88,-88,0,-88,-88,1,1,,,6,1,0,0,0,11,Indiana,Crown Point,0,7,,,,,2,-88,2,30,,,2,,,United States of America,1,United States of America,360,0,-88,-88,-88,,,,,,,0,,0,0,-88,0,0,0,2,6,2,0,-88,0,,,2016,10
6581,Georgia,Jonesboro,1/17/15,2,2,2,1,4,1,7,2,4,2,-88,1,4,3,10,0,-88,-88,1,1,3,1,1,0,0,0,1,18,Georgia,Atlanta,0,10,4,0,1,0,3,-88,3,43,2,2,2,0,-88,Gambia,3,Gambia,276,1,Gambia,1,2,9,0,-88,1,4,0,0,2,0,0,-88,0,0,,0,-88,-88,0,-88,0,0,3,2015,1
6582,Kentucky,Frankfort,1/1/15,2,2,2,1,4,1,7,-88,-88,2,-88,0,-88,2,24,0,-88,-88,1,1,4,1,1,0,0,0,1,18,Kentucky,Frankfort,0,9,5,0,1,0,1,-88,2,44,2,3,2,0,-88,United States of America,2,Gambia,132,1,Gambia,1,1,8,0,-88,1,4,3,0,2,0,0,-88,0,0,,0,-88,-88,0,-88,0,,2,2015,1
6583,New York,New York,11/21/16,14,0,1,3,1,1,5,2,4,0,Islamic State of Iraq and the Levant (ISIL),0,-88,-88,-88,0,-88,-88,1,1,,1,1,1,0,0,0,11,New York,New York,1,6,4,0,0,0,,,4,37,2,3,2,,,Yemen,3,Yemen,,1,Yemen,0,,,0,-88,2,4,0,0,,0,0,-88,0,0,,,,,0,-88,0,0,0,2016,11
6584,Ohio,Columbus,1/28/16,8,1,2,1,5,1,10,2,-88,0,Islamic State of Iraq and the Levant (ISIL),0,-88,-88,-88,0,-88,-88,1,1,,1,1,1,0,0,0,11,Ohio,Columbus,,10,1,1,1,0,1,-88,4,18,1,0,2,0,-88,Somalia,3,Somalia,24,1,Pakistan,1,1,5,1,0,5,-88,0,0,1,0,0,-88,0,0,,0,-88,-88,0,-88,0,1,1,2016,1
6585,Alabama,Trussville,11/23/16,3,1,1,1,4,1,7,2,4,2,-88,,,,,1,0,,,0,-88,-88,-88,0,0,0,1,18,Alabama,Birmingham,0,10,1,0,0,0,,,2,35,1,0,2,0,-88,United States of America,1,United States of America,420,0,-88,-88,-88,,,,,,0,0,,0,0,-88,0,0,,3,4,2,3,,0,0,0,2016,11
6586,Alabama,Trussville,11/23/16,3,1,1,1,4,1,7,2,4,2,-88,0,-88,,,1,,,,0,-88,-88,-88,0,0,0,1,18,Alabama,Birmingham,0,10,,0,0,0,,-88,2,34,1,2,1,0,-88,United States of America,1,United States of America,408,0,-88,-88,-88,5,0,-88,1,4,1,0,2,0,0,-88,0,0,,0,-88,-88,0,-88,0,0,0,2016,11
6587,Arizona,Phoenix,12/23/16,-88,-88,-88,-88,0,0,5,2,4,0,Islamic State of Iraq and the Levant (ISIL),0,-88,-88,-88,0,-88,-88,1,1,,1,1,1,0,0,0,11,Arizona,Phoenix,0,6,2,0,0,0,,,2,30,2,1,2,,,United States of America,1,United States of America,360,0,-88,-88,-88,,,,1,,0,0,,0,0,-88,0,0,0,3,3,2,0,-88,0,0,0,2016,12
6588,Virginia,Suffolk,12/23/16,2,1,2,,3,1,7,2,4,0,Islamic State of Iraq and the Levant (ISIL),0,-88,-88,-88,0,-88,-88,1,1,5,1,1,1,0,0,0,11,Virginia,Suffolk,0,6,2,0,0,0,,-88,2,26,1,0,2,1,1/1/11 0:00,United States of America,1,United States of America,312,0,-88,-88,-88,,,,,,0,0,,0,0,-88,0,0,0,0,-88,-88,0,-88,0,,,2016,12
6594,Minnesota,Minneapolis,5/14/14,-88,-88,-88,-88,0,0,4,2,4,2,al-Shabaab,,-88,2,,,,,2,2,5,28,5,1,0,0,0,11,Tennessee,Nashville,0,6,4,0,0,8,,-88,4,24,2,1,1,0,-88,Somalia,3,Somalia,288,1,Somalia,1,,2,1,0,5,-88,0,0,,0,0,-88,0,0,3,0,-88,-88,0,-88,0,0,0,2014,5
6596,Michigan,Kentwood,1/3/17,15,1,0,,1,1,8,2,2,0,-88,0,-88,-88,-88,0,-88,-88,,,,,,0,0,0,1,18,Michigan,Kentwood,1,5,4,0,0,0,1,-88,3,33,1,0,2,1,1/1/07 0:00,United States of America,1,United States of America,288,0,-88,-88,-88,5,0,-88,4,,0,0,2,0,0,-88,2,0,,0,-88,-88,0,-88,0,0,0,2017,1
6597,Minnesota,St. Paul,1/26/12,14,0,1,1,5,1,10,1,1,0,al-Shabaab,0,-88,-88,-88,0,-88,-88,,,,,,1,0,0,0,11,Minnesota,St. Paul,0,4,,0,0,0,3,-88,2,21,1,0,2,,,,,,,,,,,4,,,,,,,,0,0,-88,0,0,,0,-88,-88,0,-88,0,0,,2012,1
6599,New York,Queens,10/13/03,-88,-88,-88,-88,0,0,5,2,4,2,al-Qaeda core,,,2,,0,-88,-88,0,-88,-88,-88,-88,1,0,0,0,11,New York,New York,,6,1,,,,,-88,4,32,,,2,0,-88,United States of America,2,Palestine,384,1,Kuwait,1,,,0,-88,1,4,0,0,1,0,0,-88,0,0,2,0,-88,-88,0,-88,0,,1,2003,10
6600,New York,Queens,10/11/13,-88,-88,-88,-88,0,0,5,,4,2,al-Qaeda core,0,-88,3,,0,-88,-88,,0,-88,-88,-88,1,0,0,0,11,New York,New York,,6,4,1,1,5,1,-88,6,27,,,2,0,-88,Pakistan,3,Pakistan,,1,Pakistan,1,,,,,,,0,0,,0,0,-88,0,0,0,0,-88,-88,0,-88,0,1,1,2013,10
6601,Colorado,Burns,3/15/12,-88,-88,-88,-88,0,0,5,2,4,3,Islamic Jihad Union (IJU),,,2,,1,0,1,,0,-88,-88,-88,1,0,0,0,11,Pennsylvania,Philadelphia,,6,4,0,1,0,1,-88,6,45,2,3,2,0,-88,Uzbekistan,5,Uzbekistan,120,1,Uzbekistan,1,1,,0,-88,,4,0,0,2,0,0,-88,0,0,2,0,-88,-88,0,-88,0,0,3,2012,3
6602,Missouri,St. Joseph,5/5/16,-88,-88,-88,-88,0,1,10,2,4,0,-88,0,-88,-88,-88,0,-88,-88,,,,,,0,1,0,0,4,Missouri,St. Joseph,0,9,3,0,0,0,,,2,27,,1,2,0,-88,United States of America,1,United States of America,324,0,-88,-88,-88,,,,,,0,0,,0,0,-88,1,0,,2,16,2,0,-88,0,0,0,2016,5
6604,Florida,Miami,11/10/16,-88,-88,-88,-88,0,0,5,2,4,1,Islamic State of Iraq and the Levant (ISIL),,,2,,1,,,1,1,,1,1,1,0,0,0,11,Florida,Miami,0,6,2,0,0,0,,,2,23,3,0,2,,,United States of America,1,United States of America,276,0,-88,-88,-88,,,,,,0,0,,0,0,-88,0,0,2,,,,0,-88,0,0,0,2016,11
6606,Michigan,Flushing,3/23/15,-88,-88,-88,-88,0,1,5,-88,-88,3,Islamic State of Iraq and the Levant (ISIL),,,2,,,,,1,1,,1,1,1,0,0,0,11,Michigan,Flushing,,6,5,,,7,1,-88,4,23,1,0,2,0,-88,United States of America,1,United States of America,240,,,-88,,11,0,-88,,,0,0,3,0,0,-88,0,0,,,,,0,-88,0,1,,2015,3
6607,District of Columbia,Washington,1/25/17,-88,-88,-88,-88,0,0,7,1,4,2,,0,1,2,2,0,-88,-88,,,,,,0,0,1,0,10,District of Columbia,Washington,0,9,4,0,0,0,,,3,34,,,2,0,-88,United States of America,1,United States of America,408,0,-88,-88,-88,9,,,1,4,0,0,2,0,0,-88,0,0,,0,-88,-88,0,-88,0,0,0,2017,1
6610,California,Los Molinos,1/1/17,-88,-88,-88,-88,0,0,0,-88,-88,1,,0,-88,3,,,,,1,1,4,26,1,0,1,0,0,1,California,,0,5,4,0,0,0,1,-88,3,70,,,2,0,-88,United States of America,1,United States of America,840,0,-88,-88,-88,,0,-88,2,,0,0,2,0,0,-88,0,0,2,0,-88,-88,0,-88,0,0,0,2017,1
6611,Idaho,Lake Lowell,1/24/17,14,1,1,0,5,1,10,2,4,2,-88,,,2,4,1,,,1,,-88,-88,-88,0,0,0,1,17,Idaho,Nampa,0,9,5,0,0,0,,-88,3,21,1,0,2,0,-88,United States of America,1,United States of America,252,0,-88,-88,-88,,,,4,,0,0,1,0,0,-88,2,0,3,3,3,1,0,-88,0,0,2,2017,1
6612,Florida,Fort Lauderdale,1/26/17,6,1,2,1,5,1,10,2,4,0,Islamic State of Iraq and the Levant (ISIL),0,-88,-88,-88,0,-88,-88,1,1,,13,5,1,0,0,0,11,Alaska,,,10,5,0,0,5,1,-88,3,26,1,1,2,0,-88,United States of America,1,United States of America,312,2,Puerto Rico,-88,,,0,-88,1,4,3,0,,0,0,-88,1,0,0,3,4,3,0,-88,0,0,0,2017,1
6613,Colorado,Denver,1/31/17,3,,,1,5,1,10,2,4,0,Islamic State of Iraq and the Levant (ISIL),0,-88,-88,-88,0,-88,-88,1,1,4,2,1,1,0,0,0,11,Texas,Pampa,0,10,2,0,0,0,1,-88,3,37,2,1,2,1,1/1/14 0:00,United States of America,1,United States of America,444,0,-88,-88,-88,5,0,-88,2,3,1,0,2,0,0,-88,0,0,0,0,-88,-88,0,-88,0,0,0,2017,1
6616,California,Davis,1/22/17,-88,-88,-88,-88,0,0,3,2,4,0,-88,0,-88,-88,-88,0,-88,-88,1,1,3,2,1,0,1,0,0,2,California,Davis,0,9,1,0,0,0,1,-88,3,30,1,0,1,0,-88,United States of America,1,United States of America,360,0,-88,-88,-88,5,0,-88,4,1,0,0,2,0,0,-88,1,0,0,0,-88,-88,0,-88,0,0,0,2017,1
6618,West Virginia,Great Cacapon,6/14/16,-88,-88,-88,-88,0,1,10,2,4,0,-88,0,-88,-88,-88,0,-88,-88,1,1,4,1,1,0,1,0,0,4,New Jersey,Pennsville,0,10,4,0,0,0,,1,3,32,1,,2,0,-88,United States of America,1,United States of America,384,0,-88,-88,-88,3,,,1,4,0,0,2,0,0,-88,1,0,,3,4,3,0,-88,0,0,0,2016,6
6619,New York,New York,2/13/17,14,0,0,0,5,1,10,2,4,2,-88,,,2,,0,-88,-88,1,1,,1,1,0,1,0,0,2,District of Columbia,Washington,0,,3,0,0,0,,,3,29,,,2,0,-88,United States of America,1,United States of America,348,0,-88,-88,-88,,,,,,0,0,,0,0,-88,0,0,,,,,0,-88,0,0,0,2017,2
6620,South Carolina,Myrtle Beach,2/15/17,-88,-88,-88,-88,0,0,5,2,2,0,-88,0,-88,-88,-88,0,-88,-88,1,1,,1,1,0,1,0,0,2,South Carolina,Conway,0,10,2,0,0,0,1,3,3,29,1,0,2,0,-88,United States of America,1,United States of America,348,0,-88,-88,-88,3,0,-88,4,,0,0,2,0,0,-88,0,0,,3,4,2,0,-88,0,0,0,2017,2
6621,Missouri,Kansas City,2/17/17,14,1,2,2,3,1,7,2,4,0,Islamic State of Iraq and the Levant (ISIL),0,-88,-88,-88,0,-88,-88,1,2,4,1,1,1,0,0,0,11,Missouri,,0,6,3,0,0,0,1,-88,,25,2,2,2,1,,United States of America,1,United States of America,300,0,-88,-88,-88,3,0,-88,4,,2,0,,0,0,-88,0,1,,2,18,2,0,-88,0,0,0,2017,2
6622,North Carolina,Cary,2/19/17,-88,-88,-88,-88,0,0,8,2,4,0,Islamic State of Iraq and the Levant (ISIL),0,-88,-88,-88,0,-88,-88,1,1,3,1,1,1,0,0,0,11,North Carolina,,0,1,2,0,0,0,1,-88,3,27,1,0,2,1,,United States of America,1,United States of America,324,0,-88,-88,-88,5,0,-88,1,4,0,0,2,0,0,-88,2,0,0,0,-88,-88,0,-88,0,0,0,2017,2
6623,Kansas,Olathe,2/22/17,14,0,0,1,5,1,10,2,4,0,-88,0,-88,-88,-88,0,-88,-88,,,-88,-88,-88,0,1,0,0,2,Kansas,Olathe,0,10,1,0,0,0,1,-88,3,51,,,2,0,-88,United States of America,1,United States of America,612,0,-88,-88,-88,3,0,-88,1,3,1,0,2,0,0,-88,1,1,0,1,13,3,0,-88,0,0,0,2017,2
6627,Wisconsin,Madison,1/26/17,-88,-88,-88,-88,0,0,3,2,4,1,-88,0,-88,3,1,0,-88,-88,,,-88,-88,-88,0,1,0,0,2,Wisconsin,Madison,0,5,5,,0,0,1,-88,3,33,1,0,2,0,-88,United States of America,1,United States of America,396,0,-88,-88,-88,4,1,,1,,,0,2,0,0,-88,2,0,,0,-88,-88,0,-88,0,0,0,2017,1
6628,New York,Commack,3/3/17,-88,-88,-88,-88,0,1,5,2,4,0,Islamic State of Iraq and the Levant (ISIL),0,-88,-88,-88,0,-88,-88,1,1,3,1,1,1,0,0,0,11,New York,Commack,1,8,2,0,0,0,1,-88,,26,1,0,2,1,,United States of America; Montenegro,2,Montenegro,,1,Montenegro,1,,3,0,-88,4,1,0,0,2,0,0,-88,1,1,0,3,6,2,0,-88,0,0,0,2017,3
6629,Florida,Key West,3/1/17,14,0,,0,5,1,10,2,4,0,-88,0,-88,-88,-88,0,-88,-88,,,,,,0,0,0,1,17,North Carolina,Richlands,,9,1,,,,,,3,30,,0,2,0,-88,United States of America,1,United States of America,360,0,-88,-88,,,,,1,,0,0,,0,0,-88,0,1,,,,,0,-88,0,,,2017,3
6630,Florida,Pensacola,1/5/12,-88,-88,-88,-88,0,0,9,2,4,0,-88,0,-88,-88,-88,0,-88,-88,,0,-88,-88,-88,0,0,0,1,15,Florida,Pensacola,0,9,1,,0,,1,,3,41,1,0,2,0,-88,United States of America,1,United States of America,492,0,-88,-88,-88,1,0,-88,3,1,0,0,1,0,0,-88,0,1,,2,5,1,0,-88,0,,,2012,1
6636,Georgia,Fort Stewart,9/11/12,-88,-88,-88,-88,0,0,1,2,4,2,Forever Enduring Always Ready (FEAR),0,-88,1,14,1,,,0,0,-88,-88,-88,0,1,0,0,1,Georgia,Fort Stewart,,1,1,,,,,-88,3,26,3,,2,0,-88,United States of America,1,United States of America,312,0,-88,-88,-88,4,0,-88,5,4,6,0,2,0,0,-88,0,0,3,0,-88,-88,0,-88,0,0,,2012,9
6637,Georgia,Fort Stewart,9/11/12,-88,-88,-88,-88,0,0,3,2,4,2,Forever Enduring Always Ready (FEAR),1,1,2,,1,,,,,,,,0,1,0,0,1,Georgia,Fort Stewart,,6,1,,,,,-88,3,22,1,0,2,0,-88,United States of America,1,United States of America,264,0,-88,-88,-88,3,0,-88,,4,6,0,2,0,0,-88,0,1,3,0,-88,-88,0,-88,0,,,2012,9
6638,Georgia,Fort Stewart,9/11/12,-88,-88,-88,-88,0,0,5,2,4,2,Forever Enduring Always Ready (FEAR),1,1,3,14,1,1,,,,,,,0,1,0,0,1,Georgia,Fort Stewart,0,6,1,,,,,0,3,27,1,1,2,0,-88,United States of America,1,United States of America,324,0,-88,-88,-88,3,0,-88,4,4,6,0,2,0,0,-88,1,0,3,,,,0,-88,0,0,,2012,9
6640,Georgia,Fort Stewart,9/11/12,-88,-88,-88,-88,0,0,5,2,3,2,Forever Enduring Always Ready (FEAR),,,2,,1,,,,,,,,0,1,0,0,1,Georgia,Newnan,0,6,,,,,,-88,,23,,,2,0,-88,United States of America,1,United States of America,276,0,-88,-88,,3,,-88,,,1,0,,0,0,-88,0,0,3,,,,0,-88,0,,,2012,9
6641,Texas,Victoria,3/9/17,-88,-88,-88,-88,0,0,9,2,4,0,-88,0,-88,-88,-88,0,-88,-88,1,1,,1,3,0,1,0,0,3,Texas,Victoria,0,9,1,1,0,8,,-88,1,25,1,2,2,0,-88,United States of America,1,United States of America,300,,,-88,,3,,,1,4,1,0,2,0,0,-88,0,0,,2,5,3,0,-88,0,,,2017,3
6642,Illinois,Chicago,2/8/17,-88,-88,-88,-88,0,0,3,2,2,0,-88,0,-88,-88,-88,0,-88,-88,,,,,,0,1,0,0,2,Illinois,Chicago,0,9,2,,,,,-88,3,31,1,0,2,,,United States of America,1,United States of America,372,0,-88,-88,-88,9,,,1,4,0,0,2,0,0,-88,0,0,,3,4,3,0,-88,0,0,,2017,2
6643,Oregon,Salem,3/7/17,14,0,0,0,5,1,10,2,2,0,-88,0,-88,-88,-88,0,-88,-88,,,-88,-88,-88,0,1,0,0,3,Oregon,Salem,,9,1,,,,,,3,52,,,2,0,-88,United States of America,1,United States of America,624,0,-88,-88,-88,,0,-88,3,,,0,1,0,0,-88,2,0,,2,5,,0,-88,0,0,0,2017,3
6644,Florida,Fort Pierce,3/10/17,-88,-88,-88,-88,0,0,9,2,2,0,-88,0,-88,-88,-88,0,-88,-88,,,,,,0,1,0,0,3,Florida,Fort Pierce,,9,,,,,,,3,64,,,2,0,-88,United States of America,1,United States of America,768,0,-88,-88,,,,,,,,0,,0,0,-88,1,0,,,,,0,-88,0,,,2017,3
6645,New York,New York,3/22/17,14,2,1,1,5,1,10,2,4,2,,,,,,0,-88,-88,2,1,,3,1,0,1,0,0,2,Maryland,Hampden,,10,5,0,,,1,-88,3,28,1,0,2,0,-88,United States of America,1,United States of America,336,0,-88,-88,-88,4,,,,,6,0,,0,0,-88,0,0,0,0,-88,-88,0,-88,0,0,3,2017,3
6646,Maryland,Salisbury,3/17/17,10,1,0,0,5,1,10,2,4,0,-88,0,-88,-88,-88,0,-88,-88,1,1,,2,1,0,1,0,0,2,Maryland,Salisbury,,10,,0,0,0,1,-88,3,29,1,0,2,0,-88,United States of America,1,United States of America,348,0,-88,-88,,3,,,,,3,0,,0,0,-88,1,0,,0,-88,-88,0,-88,0,,,2017,3
6647,Pennsylvania,Pittsburgh,11/23/16,14,0,1,,5,1,10,2,4,0,-88,0,-88,-88,-88,0,-88,-88,,,,,,0,1,0,0,3,Pennsylvania,Upper Saint Clair,0,,1,,,,,,3,54,,,2,0,-88,United States of America,1,United States of America,648,0,-88,-88,-88,,,,,,,0,,0,0,-88,0,0,,,,,0,-88,0,0,0,2016,11
6649,Oregon,Corvallis,10/3/10,-88,-88,-88,-88,0,0,9,2,4,0,-88,0,-88,-88,-88,0,-88,-88,1,1,,1,1,0,1,0,0,3,Oregon,Corvallis,,9,3,0,0,0,3,,3,24,3,1,2,0,-88,United States of America,1,United States of America,288,0,-88,-88,-88,4,1,,5,,0,0,1,1,0,1,2,1,,3,6,1,0,-88,0,0,0,2010,10
6651,Illinois,Chicago,3/19/17,-88,-88,-88,-88,0,0,3,2,2,2,-88,,,2,,0,-88,-88,1,,,,,0,1,0,0,2,Illinois,Schaumburg,0,9,,,,,,,3,21,1,0,2,0,-88,United States of America,1,United States of America,252,0,-88,-88,-88,,,,,,0,0,,0,0,-88,0,0,,,,,0,-88,0,,,2017,3
6652,Tennessee,Davidson County,2/16/17,-88,-88,-88,-88,0,0,3,2,3,0,Sovereign Citizens,0,-88,-88,-88,0,-88,-88,0,0,-88,-88,-88,0,1,0,0,4,Tennessee,Oak Ridge,0,9,4,0,0,,,-88,3,67,3,1,2,0,-88,United States of America,1,United States of America,804,0,-88,-88,-88,,0,-88,4,,,0,2,0,0,-88,0,0,,0,-88,-88,0,-88,0,0,0,2017,2
6653,Tennessee,Andersonville,2/16/17,-88,-88,-88,-88,0,0,3,2,4,0,Sovereign Citizens,0,-88,-88,-88,0,-88,-88,,,,,,0,1,0,0,4,Tennessee,Andersonville,0,9,,,,,,,3,54,,,2,0,-88,United States of America,1,United States of America,648,0,-88,-88,,,,,,,,0,,0,0,-88,0,0,,,,,0,-88,0,,,2017,2
6654,Washington,Spokane,12/1/01,-88,-88,-88,-88,0,0,0,-88,-88,0,Sovereign Citizens,0,-88,-88,-88,0,-88,-88,,-88,-88,-88,-88,0,1,0,0,4,Florida,,0,9,5,,0,,,,2,52,2,,2,0,-88,United States of America,1,United States of America,624,0,-88,-88,-88,,,,,,,0,,0,0,-88,0,0,,2,10,4,0,-88,0,,,2001,12
6655,Tennessee,Powell,2/16/17,-88,-88,-88,-88,0,0,3,2,4,0,Sovereign Citizens,0,-88,-88,-88,0,-88,-88,1,,,,,0,1,0,0,4,Tennessee,Powell,0,9,2,,,,,,3,72,,,2,0,-88,United States of America,1,United States of America,864,0,-88,-88,-88,,0,-88,,,,0,,0,0,-88,0,0,,,,,0,-88,0,0,0,2017,2
6656,Tennessee,Del Rio,2/16/17,-88,-88,-88,-88,0,0,3,2,4,0,Sovereign Citizens,0,-88,-88,-88,0,-88,-88,,,,,,0,1,0,0,4,Tennessee,Del Rio,,9,,,0,,,,3,51,,,2,0,-88,United States of America,1,United States of America,612,0,-88,-88,-88,,,,,,,0,,0,0,-88,0,0,,,,,0,-88,0,,,2017,2
6657,Tennessee,Davidson County,2/16/17,-88,-88,-88,-88,0,0,3,2,4,0,Sovereign Citizens,0,-88,-88,-88,0,-88,-88,,,,,,0,1,0,0,4,Tennessee,Newport,0,9,2,0,0,,,,3,52,,,2,0,-88,United States of America,1,United States of America,624,0,-88,-88,-88,,0,-88,2,,,0,2,0,0,-88,0,0,,,,,0,-88,0,0,0,2017,2
6658,Tennessee,Greeneville,2/16/17,-88,-88,-88,-88,0,0,3,2,4,0,Sovereign Citizens,0,-88,-88,-88,0,-88,-88,,,,,,0,1,0,0,4,Tennessee,Greeneville,0,9,2,,,,,,3,64,,,2,0,-88,United States of America,1,United States of America,768,0,-88,-88,-88,,0,-88,,,,0,,0,0,-88,0,0,,,,,0,-88,0,0,0,2017,2
6659,Tennessee,Powell,2/16/17,-88,-88,-88,-88,0,0,3,2,4,0,Sovereign Citizens,0,-88,-88,-88,0,-88,-88,,,,,,0,1,0,0,4,Tennessee,Powell,0,9,,,,,,,3,50,,,2,0,-88,United States of America,1,United States of America,600,0,-88,-88,,,,,,,,0,,0,0,-88,0,0,,,,,0,-88,0,,,2017,2
